From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
Q8WXH0,Q8WXH0,reviewed,SYNE2_HUMAN,Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2),SYNE2 KIAA1011 NUA,Homo sapiens (Human),6885,centrosome localization [GO:0051642]; nuclear migration [GO:0007097]; nuclear migration along microfilament [GO:0031022]; nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration [GO:0021817]; positive regulation of cell migration [GO:0030335]; regulation of cilium assembly [GO:1902017],cilium [GO:0005929]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; fibrillar center [GO:0001650]; filopodium membrane [GO:0031527]; focal adhesion [GO:0005925]; intermediate filament cytoskeleton [GO:0045111]; lamellipodium membrane [GO:0031258]; meiotic nuclear membrane microtubule tethering complex [GO:0034993]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear lumen [GO:0031981]; nuclear membrane [GO:0031965]; nuclear outer membrane [GO:0005640]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; Z disc [GO:0030018],cilium [GO:0005929]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; fibrillar center [GO:0001650]; filopodium membrane [GO:0031527]; focal adhesion [GO:0005925]; intermediate filament cytoskeleton [GO:0045111]; lamellipodium membrane [GO:0031258]; meiotic nuclear membrane microtubule tethering complex [GO:0034993]; mitochondrion [GO:0005739]; nuclear envelope [GO:0005635]; nuclear lumen [GO:0031981]; nuclear membrane [GO:0031965]; nuclear outer membrane [GO:0005640]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; Z disc [GO:0030018]; actin binding [GO:0003779]; cytoskeleton-nuclear membrane anchor activity [GO:0140444]; centrosome localization [GO:0051642]; nuclear migration [GO:0007097]; nuclear migration along microfilament [GO:0031022]; nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration [GO:0021817]; positive regulation of cell migration [GO:0030335]; regulation of cilium assembly [GO:1902017],actin binding [GO:0003779]; cytoskeleton-nuclear membrane anchor activity [GO:0140444]
Q14767,Q14767,reviewed,LTBP2_HUMAN,Latent-transforming growth factor beta-binding protein 2 (LTBP-2),LTBP2 C14orf141 LTBP3,Homo sapiens (Human),1821,protein secretion [GO:0009306]; protein targeting [GO:0006605]; supramolecular fiber organization [GO:0097435]; transforming growth factor beta receptor signaling pathway [GO:0007179],extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615],extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; growth factor binding [GO:0019838]; heparin binding [GO:0008201]; microfibril binding [GO:0050436]; protein secretion [GO:0009306]; protein targeting [GO:0006605]; supramolecular fiber organization [GO:0097435]; transforming growth factor beta receptor signaling pathway [GO:0007179],calcium ion binding [GO:0005509]; growth factor binding [GO:0019838]; heparin binding [GO:0008201]; microfibril binding [GO:0050436]
P43251,P43251,reviewed,BTD_HUMAN,Biotinidase (Biotinase) (EC 3.5.1.12),BTD,Homo sapiens (Human),523,biotin metabolic process [GO:0006768]; central nervous system development [GO:0007417],extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrial matrix [GO:0005759],extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrial matrix [GO:0005759]; biotinidase activity [GO:0047708]; biotin metabolic process [GO:0006768]; central nervous system development [GO:0007417],biotinidase activity [GO:0047708]
Q7Z422,Q7Z422,reviewed,SZRD1_HUMAN,SUZ RNA-binding domain-containing (SUZ domain-containing protein 1) (Putative MAPK-activating protein PM18/PM20/PM22),SZRD1 C1orf144,Homo sapiens (Human),152,,,,
Q9BQI9,Q9BQI9,reviewed,NRIP2_HUMAN,Nuclear receptor-interacting protein 2,NRIP2,Homo sapiens (Human),281,negative regulation of transcription by RNA polymerase II [GO:0000122]; Notch signaling pathway [GO:0007219]; proteolysis [GO:0006508],cytoplasm [GO:0005737]; nucleus [GO:0005634],cytoplasm [GO:0005737]; nucleus [GO:0005634]; aspartic-type endopeptidase activity [GO:0004190]; negative regulation of transcription by RNA polymerase II [GO:0000122]; Notch signaling pathway [GO:0007219]; proteolysis [GO:0006508],aspartic-type endopeptidase activity [GO:0004190]
P27635,P27635,reviewed,RL10_HUMAN,Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (Laminin receptor homolog) (Protein QM) (Ribosomal protein L10) (Tumor suppressor QM),RPL10 DXS648E QM,Homo sapiens (Human),214,cytoplasmic translation [GO:0002181]; embryonic brain development [GO:1990403]; intracellular signal transduction [GO:0035556]; negative regulation of transcription by RNA polymerase II [GO:0000122]; translation [GO:0006412],cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]; cytoplasmic translation [GO:0002181]; embryonic brain development [GO:1990403]; intracellular signal transduction [GO:0035556]; negative regulation of transcription by RNA polymerase II [GO:0000122]; translation [GO:0006412],RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation regulator activity [GO:0045182]
Q6GMV2,Q6GMV2,reviewed,SMYD5_HUMAN,Protein-lysine N-trimethyltransferase SMYD5 (EC 2.1.1.-) (Protein NN8-4AG) (Retinoic acid-induced protein 15) (SET and MYND domain-containing protein 5) ([histone H3]-lysine20 N-trimethyltransferase SMYD5) (EC 2.1.1.372) ([histone H4]-lysine36 N-trimethyltransferase SMYD5) (EC 2.1.1.359),SMYD5 RAI15,Homo sapiens (Human),418,"methylation [GO:0032259]; negative regulation of gene expression, epigenetic [GO:0045814]; positive regulation of cytoplasmic translational elongation [GO:1900249]; regulation of stem cell differentiation [GO:2000736]; regulation of stem cell division [GO:2000035]; transposable element silencing by heterochromatin formation [GO:0141005]",cytoplasm [GO:0005737],"cytoplasm [GO:0005737]; histone H3K36 trimethyltransferase activity [GO:0140955]; histone H4K20 methyltransferase activity [GO:0042799]; histone H4K20 trimethyltransferase activity [GO:0140943]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]; methylation [GO:0032259]; negative regulation of gene expression, epigenetic [GO:0045814]; positive regulation of cytoplasmic translational elongation [GO:1900249]; regulation of stem cell differentiation [GO:2000736]; regulation of stem cell division [GO:2000035]; transposable element silencing by heterochromatin formation [GO:0141005]",histone H3K36 trimethyltransferase activity [GO:0140955]; histone H4K20 methyltransferase activity [GO:0042799]; histone H4K20 trimethyltransferase activity [GO:0140943]; protein-lysine N-methyltransferase activity [GO:0016279]; zinc ion binding [GO:0008270]
A0A0B4J1X8,A0A0B4J1X8,reviewed,HV343_HUMAN,Immunoglobulin heavy variable 3-43,IGHV3-43,Homo sapiens (Human),118,immunoglobulin mediated immune response [GO:0016064],extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886],extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; plasma membrane [GO:0005886]; antigen binding [GO:0003823]; immunoglobulin mediated immune response [GO:0016064],antigen binding [GO:0003823]
Q8NFV4,Q8NFV4,reviewed,ABHDB_HUMAN,sn-1-specific diacylglycerol lipase ABHD11 (EC 3.1.1.116) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein),ABHD11 WBSCR21 PP1226,Homo sapiens (Human),306,lipid metabolic process [GO:0006629],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; oxoglutarate dehydrogenase complex [GO:0045252]; carboxylic ester hydrolase activity [GO:0052689]; lipase activity [GO:0016298]; lipid metabolic process [GO:0006629],carboxylic ester hydrolase activity [GO:0052689]; lipase activity [GO:0016298]
Q9NRP0,Q9NRP0,reviewed,OSTC_HUMAN,Oligosaccharyltransferase complex subunit OSTC (Hydrophobic protein HSF-28),OSTC DC2 HDCMD45P HSPC307,Homo sapiens (Human),149,protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279],endoplasmic reticulum membrane [GO:0005789]; oligosaccharyltransferase complex [GO:0008250]; oligosaccharyltransferase complex A [GO:0160226],endoplasmic reticulum membrane [GO:0005789]; oligosaccharyltransferase complex [GO:0008250]; oligosaccharyltransferase complex A [GO:0160226]; protein-macromolecule adaptor activity [GO:0030674]; protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279],protein-macromolecule adaptor activity [GO:0030674]
Q9UPY8,Q9UPY8,reviewed,MARE3_HUMAN,Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3),MAPRE3,Homo sapiens (Human),281,behavioral response to cocaine [GO:0048148]; cell division [GO:0051301]; intracellular protein localization [GO:0008104]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA-templated transcription [GO:0045893]; protein localization to microtubule [GO:0035372]; regulation of microtubule polymerization [GO:0031113]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225],cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; microtubule plus-end [GO:0035371]; midbody [GO:0030496]; mitotic spindle astral microtubule end [GO:1905721]; neuron to neuron synapse [GO:0098984]; perinuclear region of cytoplasm [GO:0048471]; spindle midzone [GO:0051233],cytoplasm [GO:0005737]; microtubule cytoskeleton [GO:0015630]; microtubule organizing center [GO:0005815]; microtubule plus-end [GO:0035371]; midbody [GO:0030496]; mitotic spindle astral microtubule end [GO:1905721]; neuron to neuron synapse [GO:0098984]; perinuclear region of cytoplasm [GO:0048471]; spindle midzone [GO:0051233]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase binding [GO:0120283]; behavioral response to cocaine [GO:0048148]; cell division [GO:0051301]; intracellular protein localization [GO:0008104]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of DNA-templated transcription [GO:0045893]; protein localization to microtubule [GO:0035372]; regulation of microtubule polymerization [GO:0031113]; regulation of microtubule polymerization or depolymerization [GO:0031110]; spindle assembly [GO:0051225],identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; microtubule plus-end binding [GO:0051010]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase binding [GO:0120283]
Q5QJ74,Q5QJ74,reviewed,TBCEL_HUMAN,Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35),TBCEL LRRC35,Homo sapiens (Human),424,microtubule cytoskeleton organization [GO:0000226]; post-chaperonin tubulin folding pathway [GO:0007023]; tubulin complex assembly [GO:0007021],cytoplasm [GO:0005737]; cytoskeleton [GO:0005856],cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; alpha-tubulin binding [GO:0043014]; microtubule cytoskeleton organization [GO:0000226]; post-chaperonin tubulin folding pathway [GO:0007023]; tubulin complex assembly [GO:0007021],alpha-tubulin binding [GO:0043014]
Q6PCB7,Q6PCB7,reviewed,S27A1_HUMAN,Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-),SLC27A1 ACSVL5 FATP1,Homo sapiens (Human),646,adiponectin-activated signaling pathway [GO:0033211]; biotin import across plasma membrane [GO:1905135]; biotin transport [GO:0015878]; export across plasma membrane [GO:0140115]; glucose import in response to insulin stimulus [GO:0044381]; lipid transport across blood-brain barrier [GO:1990379]; long-chain fatty acid import across plasma membrane [GO:0015911]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]; long-chain fatty acid transport [GO:0015909]; medium-chain fatty acid transport [GO:0001579]; positive regulation of heat generation [GO:0031652]; positive regulation of triglyceride biosynthetic process [GO:0010867]; response to cold [GO:0009409]; transport across blood-brain barrier [GO:0150104],basal plasma membrane [GO:0009925]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886],basal plasma membrane [GO:0009925]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; plasma membrane [GO:0005886]; arachidonate-CoA ligase activity [GO:0047676]; biotin transmembrane transporter activity [GO:0015225]; efflux transmembrane transporter activity [GO:0015562]; fatty acid transmembrane transporter activity [GO:0015245]; identical protein binding [GO:0042802]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; nucleotide binding [GO:0000166]; oleoyl-CoA ligase activity [GO:0090434]; protein serine/threonine kinase activator activity [GO:0043539]; very long-chain fatty acid-CoA ligase activity [GO:0031957]; adiponectin-activated signaling pathway [GO:0033211]; biotin import across plasma membrane [GO:1905135]; biotin transport [GO:0015878]; export across plasma membrane [GO:0140115]; glucose import in response to insulin stimulus [GO:0044381]; lipid transport across blood-brain barrier [GO:1990379]; long-chain fatty acid import across plasma membrane [GO:0015911]; long-chain fatty acid import into cell [GO:0044539]; long-chain fatty acid metabolic process [GO:0001676]; long-chain fatty acid transport [GO:0015909]; medium-chain fatty acid transport [GO:0001579]; positive regulation of heat generation [GO:0031652]; positive regulation of triglyceride biosynthetic process [GO:0010867]; response to cold [GO:0009409]; transport across blood-brain barrier [GO:0150104],arachidonate-CoA ligase activity [GO:0047676]; biotin transmembrane transporter activity [GO:0015225]; efflux transmembrane transporter activity [GO:0015562]; fatty acid transmembrane transporter activity [GO:0015245]; identical protein binding [GO:0042802]; long-chain fatty acid transmembrane transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; nucleotide binding [GO:0000166]; oleoyl-CoA ligase activity [GO:0090434]; protein serine/threonine kinase activator activity [GO:0043539]; very long-chain fatty acid-CoA ligase activity [GO:0031957]
Q9UQ90,Q9UQ90,reviewed,SPG7_HUMAN,Mitochondrial inner membrane m-AAA protease component paraplegin (EC 3.4.24.-) (EC 3.6.-.-) (Cell matrix adhesion regulator) (Paraplegin) (Spastic paraplegia 7 protein),SPG7 CAR CMAR PGN,Homo sapiens (Human),795,anterograde axonal transport [GO:0008089]; mitochondrial outer membrane permeabilization involved in programmed cell death [GO:1902686]; mitochondrial protein processing [GO:0034982]; nervous system development [GO:0007399]; proteolysis [GO:0006508]; regulation of calcium import into the mitochondrion [GO:0110097]; regulation of mitochondrial membrane permeability [GO:0046902],axon cytoplasm [GO:1904115]; m-AAA complex [GO:0005745]; mitochondrial inner membrane [GO:0005743]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739],axon cytoplasm [GO:1904115]; m-AAA complex [GO:0005745]; mitochondrial inner membrane [GO:0005743]; mitochondrial permeability transition pore complex [GO:0005757]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; anterograde axonal transport [GO:0008089]; mitochondrial outer membrane permeabilization involved in programmed cell death [GO:1902686]; mitochondrial protein processing [GO:0034982]; nervous system development [GO:0007399]; proteolysis [GO:0006508]; regulation of calcium import into the mitochondrion [GO:0110097]; regulation of mitochondrial membrane permeability [GO:0046902],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]
Q12792,Q12792,reviewed,TWF1_HUMAN,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1 PTK9,Homo sapiens (Human),350,actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of neuron projection development [GO:0010976]; regulation of lamellipodium assembly [GO:0010591],actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; myofibril [GO:0030016]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587],"actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; filopodium [GO:0030175]; focal adhesion [GO:0005925]; myofibril [GO:0030016]; perinuclear region of cytoplasm [GO:0048471]; ruffle membrane [GO:0032587]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; actin filament depolymerization [GO:0030042]; barbed-end actin filament capping [GO:0051016]; negative regulation of actin filament polymerization [GO:0030837]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of neuron projection development [GO:0010976]; regulation of lamellipodium assembly [GO:0010591]","actin binding [GO:0003779]; actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]"
Q0VAK6,Q0VAK6,reviewed,LMOD3_HUMAN,"Leiomodin-3 (Leiomodin, fetal form)",LMOD3,Homo sapiens (Human),560,actin filament organization [GO:0007015]; actin nucleation [GO:0045010]; muscle contraction [GO:0006936]; myofibril assembly [GO:0030239]; pointed-end actin filament capping [GO:0051694]; positive regulation of skeletal muscle fiber development [GO:0048743]; skeletal muscle fiber development [GO:0048741]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941],cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; M band [GO:0031430]; myofibril [GO:0030016]; striated muscle thin filament [GO:0005865],cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; M band [GO:0031430]; myofibril [GO:0030016]; striated muscle thin filament [GO:0005865]; actin monomer binding [GO:0003785]; tropomyosin binding [GO:0005523]; actin filament organization [GO:0007015]; actin nucleation [GO:0045010]; muscle contraction [GO:0006936]; myofibril assembly [GO:0030239]; pointed-end actin filament capping [GO:0051694]; positive regulation of skeletal muscle fiber development [GO:0048743]; skeletal muscle fiber development [GO:0048741]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941],actin monomer binding [GO:0003785]; tropomyosin binding [GO:0005523]
Q9NYU2,Q9NYU2,reviewed,UGGG1_HUMAN,UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1),UGGT1 GT UGCGL1 UGGT UGT1 UGTR,Homo sapiens (Human),1555,'de novo' post-translational protein folding [GO:0051084]; endoplasmic reticulum mannose trimming [GO:1904380]; protein N-linked glycosylation via asparagine [GO:0018279],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; protein-containing complex [GO:0032991],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; protein-containing complex [GO:0032991]; UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]; unfolded protein binding [GO:0051082]; 'de novo' post-translational protein folding [GO:0051084]; endoplasmic reticulum mannose trimming [GO:1904380]; protein N-linked glycosylation via asparagine [GO:0018279],UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]; unfolded protein binding [GO:0051082]
P17213,P17213,reviewed,BPI_HUMAN,Bactericidal permeability-increasing protein (BPI) (CAP 57),BPI,Homo sapiens (Human),487,defense response to Gram-negative bacterium [GO:0050829]; innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of interleukin-8 production [GO:0032717]; negative regulation of macrophage activation [GO:0043031]; negative regulation of tumor necrosis factor production [GO:0032720],azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; specific granule lumen [GO:0035580],azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; specific granule lumen [GO:0035580]; lipopolysaccharide binding [GO:0001530]; defense response to Gram-negative bacterium [GO:0050829]; innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of interleukin-8 production [GO:0032717]; negative regulation of macrophage activation [GO:0043031]; negative regulation of tumor necrosis factor production [GO:0032720],lipopolysaccharide binding [GO:0001530]
Q9BRK5,Q9BRK5,reviewed,CAB45_HUMAN,45 kDa calcium-binding protein (Cab45) (Stromal cell-derived factor 4) (SDF-4),SDF4 CAB45 PSEC0034,Homo sapiens (Human),362,calcium-ion regulated exocytosis [GO:0017156]; cerebellum development [GO:0021549]; fat cell differentiation [GO:0045444]; maintenance of synapse structure [GO:0099558]; response to ethanol [GO:0045471]; UV protection [GO:0009650]; zymogen granule exocytosis [GO:0070625],bleb [GO:0032059]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi lumen [GO:0005796]; late endosome [GO:0005770]; membrane [GO:0016020]; plasma membrane [GO:0005886],bleb [GO:0032059]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi lumen [GO:0005796]; late endosome [GO:0005770]; membrane [GO:0016020]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; calcium-ion regulated exocytosis [GO:0017156]; cerebellum development [GO:0021549]; fat cell differentiation [GO:0045444]; maintenance of synapse structure [GO:0099558]; response to ethanol [GO:0045471]; UV protection [GO:0009650]; zymogen granule exocytosis [GO:0070625],calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]
Q13347,Q13347,reviewed,EIF3I_HUMAN,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36),EIF3I EIF3S2 TRIP1,Homo sapiens (Human),325,cytoplasmic translational initiation [GO:0002183]; formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413],"cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; extracellular exosome [GO:0070062]; synapse [GO:0045202]","cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; extracellular exosome [GO:0070062]; synapse [GO:0045202]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; cytoplasmic translational initiation [GO:0002183]; formation of cytoplasmic translation initiation complex [GO:0001732]; translational initiation [GO:0006413]",RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
